vinculo;categoria;cargo;ano_exercicio;remuneracao_basica;vantagens_pessoais;funcao_comissionada;gratificacao_natalina;horas_extras;horas_eventuais;abono;reversao_teto;IR;INSS;falta;remuneracao_liquida;diarias;auxilios;vantagens_indenizadoras
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-32.54;0.0;0.0;-32.54;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;1020.22;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2020;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11.82;-187.27;0.0;2049.98;0.0;1186.63;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;1186.63;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-316.6;0.0;1932.47;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-57.66;0.0;0.0;-57.66;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;1186.63;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-32.54;0.0;0.0;-32.54;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2020;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11.82;-187.27;0.0;2049.98;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2020;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11.82;-187.27;0.0;2049.98;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;1164.63;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2020;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11.82;-187.27;0.0;2049.98;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-46.76;0.0;0.0;-46.76;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;1164.63;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-60.98;0.0;0.0;-60.98;0.0;0.0;0
COMISSIONADO;CARGO EM COMISSÃO;AJUDANTE PARLAMENTAR JÚNIOR;2019;2249.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.25;0.0;1971.82;0.0;982.28;0
